"SeebName";"species";"phylum";"class";"kingdom";"LifeForm"
"Echinococcus multilocularis";"Echinococcus multilocularis";"Platyhelminthes";"Cestoda";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Euplokamis dunlapae";"Euplokamis dunlapae";"Ctenophora";"Tentaculata";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Odocoileus virginianus";"Odocoileus virginianus";"Chordata";"Mammalia";"Animalia";"Mammals"
"Crassula helmsii";"Crassula helmsii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lactuca plumieri";"Lactuca plumieri";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Polystichum aculeatum";"Polystichum aculeatum";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Saxifraga rotundifolia";"Saxifraga rotundifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Fabrella tsugae";"Fabrella tsugae";"Ascomycota";"Leotiomycetes";"Fungi";"Fungi"
"Septoria erigerontis";"Septoria erigerontis";"Ascomycota";"Dothideomycetes";"Fungi";"Fungi"
"Taphrina farlowii";"Taphrina farlowii";"Ascomycota";"Taphrinomycetes";"Fungi";"Fungi"
"Paysandisia archon";"Paysandisia archon";"Arthropoda";"Insecta";"Animalia";"Insects"
"Popillia japonica";"Popillia japonica";"Arthropoda";"Insecta";"Animalia";"Insects"
"Psittacula cyanocephala";"Psittacula cyanocephala";"Chordata";"Aves";"Animalia";"Birds"
"Poicephalus senegalus ";"Poicephalus senegalus";"Chordata";"Aves";"Animalia";"Birds"
"Nymphicus hollandicus ";"Nymphicus hollandicus";"Chordata";"Aves";"Animalia";"Birds"
"Cacatua sulphurea ";"Cacatua sulphurea";"Chordata";"Aves";"Animalia";"Birds"
"Amazona amazonica ";"Amazona amazonica";"Chordata";"Aves";"Animalia";"Birds"
"Platycercus eximius ";"Platycercus eximius";"Chordata";"Aves";"Animalia";"Birds"
"Agapornis personatus ";"Agapornis personatus";"Chordata";"Aves";"Animalia";"Birds"
"Melopsittacus undulatus";"Melopsittacus undulatus";"Chordata";"Aves";"Animalia";"Birds"
"Myiopsitta monachus ";"Myiopsitta monachus";"Chordata";"Aves";"Animalia";"Birds"
"Eclectus roratus ";"Eclectus roratus";"Chordata";"Aves";"Animalia";"Birds"
"Polytelis anthopeplus ";"Polytelis anthopeplus";"Chordata";"Aves";"Animalia";"Birds"
"Agapornis roseicollis";"Agapornis roseicollis";"Chordata";"Aves";"Animalia";"Birds"
"Aix galericulata ";"Aix galericulata";"Chordata";"Aves";"Animalia";"Birds"
"Pelecanus rufescens ";"Pelecanus rufescens";"Chordata";"Aves";"Animalia";"Birds"
"Threskiornis aethiopicus";"Threskiornis aethiopicus";"Chordata";"Aves";"Animalia";"Birds"
"Taeniopygia guttata ";"Taeniopygia guttata";"Chordata";"Aves";"Animalia";"Birds"
"Serinus canaria ";"Serinus canaria";"Chordata";"Aves";"Animalia";"Birds"
"Pycnonotus leucotis ";"Pycnonotus leucotis";"Chordata";"Aves";"Animalia";"Birds"
"Nyctereutes procyonoides ";"Nyctereutes procyonoides";"Chordata";"Mammalia";"Animalia";"Mammals"
"Sorites orbiculus";"Sorites orbiculus";"Foraminifera";"Tubothalamea";"Chromista";NA
"Caligus lagocephali";"Caligus lagocephali";"Arthropoda";"Copepoda";"Animalia";NA
"Dioithona oculata";"Dioithona oculata";"Arthropoda";"Copepoda";"Animalia";NA
"Lysmata kempi";"Lysmata kempi";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Pleopis schmackeri";"Pleopis schmackeri";"Arthropoda";"Branchiopoda";"Animalia";"Crustaceans"
"Sicyonia lancifer";"Sicyonia lancifer";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Taeniacanthus lagocephali";"Taeniacanthus lagocephali";"Arthropoda";"Copepoda";"Animalia";NA
"Chanos chanos";"Chanos chanos";"Chordata";NA;"Animalia";NA
"Omobranchus punctatus";"Omobranchus punctatus";"Chordata";NA;"Animalia";NA
"Ostorhinchus fasciatus";"Ostorhinchus fasciatus";"Chordata";NA;"Animalia";NA
"Parablennius thysanius";"Parablennius thysanius";"Chordata";NA;"Animalia";NA
"Serranus hepatus";"Serranus hepatus";"Chordata";NA;"Animalia";NA
"Synanceia verrucosa";"Synanceia verrucosa";"Chordata";NA;"Animalia";NA
"Trypauchen vagina";"Trypauchen vagina";"Chordata";NA;"Animalia";NA
"Tylerius spinosissimus";"Tylerius spinosissimus";"Chordata";NA;"Animalia";NA
"Paraphyllina ransoni";"Paraphyllina ransoni";"Cnidaria";"Scyphozoa";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Solmundella bitentaculata";"Solmundella bitentaculata";"Cnidaria";"Hydrozoa";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Varicopeza pauxilla";"Varicopeza pauxilla";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Amphorellopsis acuta";"Amphorellopsis acuta";"Ciliophora";"Oligotrichea";"Chromista";NA
"Epinephelus caninus";"Epinephelus caninus";"Chordata";NA;"Animalia";NA
"Gammogobius steinitzi";"Gammogobius steinitzi";"Chordata";NA;"Animalia";NA
"Lithognathus mormyrus";"Lithognathus mormyrus";"Chordata";NA;"Animalia";NA
"Micropogonias undulatus";"Micropogonias undulatus";"Chordata";NA;"Animalia";NA
"Blastobasis maroccanella";"Blastobasis maroccanella";"Arthropoda";"Insecta";"Animalia";"Insects"
"Telmatogeton japonicus";"Telmatogeton japonicus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Asterocarpa humilis";"Asterocarpa humilis";"Chordata";"Ascidiacea";"Animalia";NA
"Ctenodrilus serratus";"Ctenodrilus serratus";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Felicia bergeriana";"Felicia bergeriana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Geum x convallis";"Geum convallis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Mimulus peregrinus";"Erythranthe peregrina";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Amathina tricarinata";"Amathina tricarinata";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Arothron hispidus";"Arothron hispidus";"Chordata";NA;"Animalia";NA
"Atergatis roseus";"Atergatis roseus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Balanus trigonus";"Balanus trigonus";"Arthropoda";"Maxillopoda";"Animalia";"Crustaceans"
"Bursatella leachii";"Bursatella leachii";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Callionymus filamentosus";"Callionymus filamentosus";"Chordata";NA;"Animalia";NA
"Carupa tenuipes";"Carupa tenuipes";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Cheilodipterus novemstriatus";"Cheilodipterus novemstriatus";"Chordata";NA;"Animalia";NA
"Clavelina oblonga";"Clavelina oblonga";"Chordata";"Ascidiacea";"Animalia";NA
"Haminoea cyanomarginata";"Lamprohaminoea ovalis";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Hippocampus fuscus";"Hippocampus fuscus";"Chordata";NA;"Animalia";NA
"Hydroides homoceros";"Hydroides homoceros";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Hypnea spinella";"Hypnea spinella";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Kyphosus vaigiensis";"Kyphosus vaigiensis";"Chordata";NA;"Animalia";NA
"Macrophthalmus (Macrophthalmus) indicus";"Macrophthalmus indicus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Mesanthura romulea";"Mesanthura romulea";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Microcosmus exasperatus";"Microcosmus exasperatus";"Chordata";"Ascidiacea";"Animalia";NA
"Mnemiopsis leidyi";"Mnemiopsis leidyi";"Ctenophora";"Tentaculata";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Parasmittina egyptiaca";"Parasmittina egyptiaca";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Phallusia nigra";"Phallusia nigra";"Chordata";"Ascidiacea";"Animalia";NA
"Plocamopherus ocellatus";"Plocamopherus ocellatus";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Sphyraena flavicauda";"Sphyraena flavicauda";"Chordata";NA;"Animalia";NA
"Spratelloides delicatulus";"Spratelloides delicatulus";"Chordata";NA;"Animalia";NA
"Variola louti";"Variola louti";"Chordata";NA;"Animalia";NA
"Cyclopterus lumpus";"Cyclopterus lumpus";"Chordata";NA;"Animalia";NA
"Berthellina citrina";"Berthellina citrina";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Diodon hystrix";"Diodon hystrix";"Chordata";NA;"Animalia";NA
"Baeolidia moebii";"Baeolidia moebii";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Supella longipalpa";"Supella longipalpa";"Arthropoda";"Insecta";"Animalia";"Insects"
"Shelfordella lateralis";"Shelfordella lateralis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Dermestes maculatus";"Dermestes maculatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Chrysolina americana";"Chrysolina americana";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sternochetus mangiferae";"Sternochetus mangiferae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aeolus melliculus";"Aeolus melliculus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Zaprionus indianus";"Zaprionus indianus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Nemausus sordidatus";"Nemausus sordidatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Parasaissetia nigra";"Parasaissetia nigra";"Arthropoda";"Insecta";"Animalia";"Insects"
"Dactylopius coccus";"Dactylopius coccus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aulacaspis yasumatsui";"Aulacaspis yasumatsui";"Arthropoda";"Insecta";"Animalia";"Insects"
"Diaspis echinocacti";"Diaspis echinocacti";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pinnaspis aspidistrae";"Pinnaspis aspidistrae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Icerya seychellarum";"Icerya seychellarum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Phenacoccus madeirensis";"Phenacoccus madeirensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Trioza brevigenae";"Trioza brevigenae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Apocrypta longitarsus";"Apocrypta longitarsus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pleistodontes imperialis";"Pleistodontes imperialis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sycophaga sycomori";"Sycophaga sycomori";"Arthropoda";"Insecta";"Animalia";"Insects"
"Josephiella microcarpae";"Josephiella microcarpae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Monomorium bicolor";"Monomorium bicolor";"Arthropoda";"Insecta";"Animalia";"Insects"
"Paratrechina longicornis";"Paratrechina longicornis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pheidole indica";"Pheidole indica";"Arthropoda";"Insecta";"Animalia";"Insects"
"Trilocha varians";"Trilocha varians";"Arthropoda";"Insecta";"Animalia";"Insects"
"Opogona sacchari";"Opogona sacchari";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sphyraena obtusata";"Sphyraena obtusata";"Chordata";NA;"Animalia";NA
"Tradescantia fluminensis";"Tradescantia fluminensis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Phoenix theophrasti";"Phoenix theophrasti";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Freesia leichtlinii alba";"Freesia leichtlinii";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Chasmanthe aethiopica";"Chasmanthe aethiopica";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Yucca aloifolia";"Yucca aloifolia";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Myoporum laetum";"Myoporum laetum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Tropaeolum majus";"Tropaeolum majus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Polygala myrtifolia";"Polygala myrtifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lampranthus roseus";"Lampranthus roseus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ampithoe bizseli";"Ampithoe bizseli";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Goniobranchus obsoletus";"Goniobranchus obsoletus";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Lamprohaminoea ovalis";"Lamprohaminoea ovalis";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Macrophthalmus indicus";"Macrophthalmus indicus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Gazania rigens";"Gazania rigens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oxybasis rubra";"Oxybasis rubra";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Euphorbia hypericifolia";"Euphorbia hypericifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cenchrus setaceus";"Cenchrus setaceus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Spartium junceum";"Spartium junceum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Silene noctiflora";"Silene noctiflora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Euphorbia maculata";"Euphorbia maculata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Euphorbia serpens serpens";"Euphorbia serpens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lathyrus latifolius";"Lathyrus latifolius";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cirsium arvense";"Cirsium arvense";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Diplotaxis tenuifolia";"Diplotaxis tenuifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Sisymbrium altissimum";"Sisymbrium altissimum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Medicago arborea";"Medicago arborea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera affinis";"Oenothera affinis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Codium taylorii";"Codium taylorii";"Chlorophyta";"Ulvophyceae";"Plantae";"Algae"
"Plectorhinchus gaterinus";"Plectorhinchus gaterinus";"Chordata";NA;"Animalia";NA
"Acanthurus monroviae";"Acanthurus monroviae";"Chordata";NA;"Animalia";NA
"Lantanophaga pusillidactylus";"Lantanophaga pusillidactylus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Chalybion zimmermanni";"Chalybion zimmermanni";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sinoxylon anale";"Sinoxylon anale";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sinoxylon unidentatum";"Sinoxylon unidentatum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Steraspis squamosa";"Steraspis squamosa";"Arthropoda";"Insecta";"Animalia";"Insects"
"Adistemia watsoni";"Adistemia watsoni";"Arthropoda";"Insecta";"Animalia";"Insects"
"Phenolia picta";"Phenolia picta";"Arthropoda";"Insecta";"Animalia";"Insects"
"Lissorhoptrus oryzophilus";"Lissorhoptrus oryzophilus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Conoderus posticus";"Monocrepidius posticus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Diestota guadalupensis";"Diestota guadalupensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Paraphloeostiba gayndahensis";"Paraphloeostiba gayndahensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Carpelimus gracilis";"Carpelimus gracilis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Lithocharis nigriceps";"Lithocharis nigriceps";"Arthropoda";"Insecta";"Animalia";"Insects"
"Cilea silphoides";"Cilea silphoides";"Arthropoda";"Insecta";"Animalia";"Insects"
"Forficula lucasi";"Forficula lucasi";"Arthropoda";"Insecta";"Animalia";"Insects"
"Phytoliriomyza jacarandae";"Phytoliriomyza jacarandae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Spilostethus furcula";"Spilostethus furcula";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ceroplastes japonicus";"Ceroplastes japonicus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Parthenolecanium pruinosum";"Parthenolecanium pruinosum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Phenacoccus peruvianus";"Phenacoccus peruvianus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pseudococcus comstocki";"Pseudococcus comstocki";"Arthropoda";"Insecta";"Animalia";"Insects"
"Isodontia mexicana";"Isodontia mexicana";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sceliphron deforme";"Sceliphron deforme";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sycophila maculifacies";"Sycophila maculifacies";"Arthropoda";"Insecta";"Animalia";"Insects"
"Meselatus bicolor";"Meselatus bicolor";"Arthropoda";"Insecta";"Animalia";"Insects"
"Odontofroggatia ishii";"Odontofroggatia ishii";"Arthropoda";"Insecta";"Animalia";"Insects"
"Walkerella microcarpae";"Walkerella microcarpae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Philotrypesis emeryi";"Philotrypesis emeryi";"Arthropoda";"Insecta";"Animalia";"Insects"
"Tetramorium bicarinatum";"Tetramorium bicarinatum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Hierodula tenuidentata";"Hierodula tenuidentata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sphodromantis viridis";"Sphodromantis viridis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Liposcelis pearmani";"Liposcelis pearmani";"Arthropoda";"Insecta";"Animalia";"Insects"
"Caenoplana bicolor";"Caenoplana variegata";"Platyhelminthes";NA;"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Dendrostrea frons";"Dendostrea frons";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Chama pacifica";"Chama pacifica";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Sticteulima lentiginosa";"Sticteulima lentiginosa";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Podarcis siculus";"Podarcis siculus";"Chordata";"Squamata";"Animalia";NA
"Austrocylindropuntia subulata";"Austrocylindropuntia subulata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Erythrina lysistemon";"Erythrina lysistemon";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ficus microcarpa";"Ficus microcarpa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Myoporum tenuifolium";"Myoporum tenuifolium";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Washingtonia filifera";"Washingtonia filifera";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Yucca gloriosa";"Yucca gloriosa";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Bauhinia variegata";"Bauhinia variegata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Brachychiton populneus";"Brachychiton populneus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hibiscus rosa-sinensis";"Hibiscus rosa-sinensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Jacaranda mimosifolia";"Jacaranda mimosifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pittosporum tobira";"Pittosporum tobira";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Thevetia peruviana";"Cascabela thevetia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Trachelium caeruleum caeruleum";"Trachelium caeruleum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cirsium scabrum";"Lophiolepis scabra";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Abutilon grandifolium";"Abutilon grandifolium";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Callirhoe involucrata";"Callirhoe involucrata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Gnaphalium simplicicaule";"Gnaphalium simplicicaule";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hippophae rhamnoides";"Hippophae rhamnoides";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Leucaena leucocephala";"Leucaena leucocephala";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pavonia sepium";"Pavonia sepium";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pelargonium ranunculophyllum";"Pelargonium ranunculophyllum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pterocarya fraxinifolia";"Pterocarya fraxinifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rubus laciniatus";"Rubus laciniatus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Solanum wendlandii";"Solanum wendlandii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Mustela putorius";"Mustela putorius";"Chordata";"Mammalia";"Animalia";"Mammals"
"Ovis aries";"Ovis aries";"Chordata";"Mammalia";"Animalia";"Mammals"
"Atlantoxerus getulus";"Atlantoxerus getulus";"Chordata";"Mammalia";"Animalia";"Mammals"
"Achyrolimonia neonebulosa";"Achyrolimonia neonebulosa";"Arthropoda";"Insecta";"Animalia";"Insects"
"Acipenser baerii";"Acipenser baerii";"Chordata";NA;"Animalia";NA
"Agenioideus apicalis";"Agenioideus apicalis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Anoterostemma ivanhofi";"Anoterostemma ivanoffi";"Arthropoda";"Insecta";"Animalia";"Insects"
"Anthomyia plurinotata";"Anthomyia plurinotata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Anthonomus spilotus";"Anthonomus spilotus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Anthrax anthrax";"Anthrax anthrax";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aphalara itadori";"Aphalara itadori";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aposthonia ceylonica";"Aposthonia ceylonica";"Arthropoda";"Insecta";"Animalia";"Insects"
"Arcuatula senhousia";"Arcuatula senhousia";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Artioposthia exulans";"Artioposthia exulans";"Platyhelminthes";NA;"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
