country;species;LifeForm;count;firstRec
Sea or Ocean;Datura innoxia;Vascular plants;225;1998
Belgium;Decaisnea insignis;Vascular plants;2;2015
Germany;Decaisnea insignis;Vascular plants;1;2015
Belgium;Delosperma cooperi;Vascular plants;16;2014
Croatia;Delosperma cooperi;Vascular plants;3;2018
France;Delosperma cooperi;Vascular plants;15;2019
Germany;Delosperma cooperi;Vascular plants;3;2018
Italy;Delosperma cooperi;Vascular plants;26;2005
Netherlands;Delosperma cooperi;Vascular plants;16;2015
Spain;Delosperma cooperi;Vascular plants;1;2020
Switzerland;Delosperma cooperi;Vascular plants;4;2016
Sea or Ocean;Delosperma cooperi;Vascular plants;7;2017
Aaland Islands;Dianthus deltoides;Vascular plants;4;2017
Albania;Dianthus deltoides;Vascular plants;2;2019
Andorra;Dianthus deltoides;Vascular plants;2;2018
Austria;Dianthus deltoides;Vascular plants;214;2006
Belarus;Dianthus deltoides;Vascular plants;208;2010
Belgium;Dianthus deltoides;Vascular plants;159;2010
Bosnia and Herzegovina;Dianthus deltoides;Vascular plants;4;2018
Bulgaria;Dianthus deltoides;Vascular plants;6;2018
Croatia;Dianthus deltoides;Vascular plants;1;2017
Czech Republic;Dianthus deltoides;Vascular plants;961;2012
Denmark;Dianthus deltoides;Vascular plants;138;2015
Estonia;Dianthus deltoides;Vascular plants;5;2004
Finland;Dianthus deltoides;Vascular plants;502;2011
France;Dianthus deltoides;Vascular plants;683;1992
Germany;Dianthus deltoides;Vascular plants;2722;1990
Greece;Dianthus deltoides;Vascular plants;5;2017
Hungary;Dianthus deltoides;Vascular plants;12;2000
Iceland;Dianthus deltoides;Vascular plants;2;2020
Italy;Dianthus deltoides;Vascular plants;100;2006
Latvia;Dianthus deltoides;Vascular plants;23;2009
Lithuania;Dianthus deltoides;Vascular plants;200;2009
Luxembourg;Dianthus deltoides;Vascular plants;50;2015
Montenegro;Dianthus deltoides;Vascular plants;7;2018
Netherlands;Dianthus deltoides;Vascular plants;2592;1990
Norway;Dianthus deltoides;Vascular plants;753;1991
Poland;Dianthus deltoides;Vascular plants;307;2009
Portugal;Dianthus deltoides;Vascular plants;4;2017
Romania;Dianthus deltoides;Vascular plants;3;2019
Serbia;Dianthus deltoides;Vascular plants;10;2016
Slovakia;Dianthus deltoides;Vascular plants;40;2004
Slovenia;Dianthus deltoides;Vascular plants;5;2015
Spain;Dianthus deltoides;Vascular plants;118;2008
Sweden;Dianthus deltoides;Vascular plants;9330;1990
Switzerland;Dianthus deltoides;Vascular plants;134;2006
Ukraine;Dianthus deltoides;Vascular plants;85;2007
United Kingdom;Dianthus deltoides;Vascular plants;92;2009
Sea or Ocean;Dianthus deltoides;Vascular plants;4899;1990
Czech Republic;Dianthus gratianopolitanus;Vascular plants;3;2020
France;Dianthus gratianopolitanus;Vascular plants;6;2009
Germany;Dianthus gratianopolitanus;Vascular plants;66;2006
Italy;Dianthus gratianopolitanus;Vascular plants;1;2001
Luxembourg;Dianthus gratianopolitanus;Vascular plants;2;2021
Sweden;Dianthus gratianopolitanus;Vascular plants;17;2006
Switzerland;Dianthus gratianopolitanus;Vascular plants;2;2014
United Kingdom;Dianthus gratianopolitanus;Vascular plants;2;2020
Sea or Ocean;Dianthus gratianopolitanus;Vascular plants;9;2012
Belgium;Dichondra argentea;Vascular plants;10;2015
Denmark;Dichondra argentea;Vascular plants;2;2021
Netherlands;Dichondra argentea;Vascular plants;2;2017
Sweden;Dichondra argentea;Vascular plants;46;2004
Sea or Ocean;Dichondra argentea;Vascular plants;12;2007
Belgium;Dichondra micrantha;Vascular plants;3;2017
Italy;Dichondra micrantha;Vascular plants;15;2009
Poland;Dichondra micrantha;Vascular plants;1;2020
Portugal;Dichondra micrantha;Vascular plants;1;2008
Spain;Dichondra micrantha;Vascular plants;3;2019
Sweden;Dichondra micrantha;Vascular plants;2;2009
Sea or Ocean;Dichondra micrantha;Vascular plants;12;2018
Sea or Ocean;Dicliptera squarrosa;Vascular plants;1;2017
Austria;Diplotaxis tenuifolia;Vascular plants;66;2011
Belarus;Diplotaxis tenuifolia;Vascular plants;5;2019
Belgium;Diplotaxis tenuifolia;Vascular plants;454;1991
Bosnia and Herzegovina;Diplotaxis tenuifolia;Vascular plants;2;2019
Bulgaria;Diplotaxis tenuifolia;Vascular plants;1;2020
Croatia;Diplotaxis tenuifolia;Vascular plants;24;2018
Czech Republic;Diplotaxis tenuifolia;Vascular plants;29;2018
Denmark;Diplotaxis tenuifolia;Vascular plants;8;2018
Finland;Diplotaxis tenuifolia;Vascular plants;1;2021
France;Diplotaxis tenuifolia;Vascular plants;1134;2004
Germany;Diplotaxis tenuifolia;Vascular plants;2088;1997
Greece;Diplotaxis tenuifolia;Vascular plants;9;2019
Hungary;Diplotaxis tenuifolia;Vascular plants;5;2019
Italy;Diplotaxis tenuifolia;Vascular plants;421;2008
Latvia;Diplotaxis tenuifolia;Vascular plants;2;2019
Lithuania;Diplotaxis tenuifolia;Vascular plants;9;2018
Luxembourg;Diplotaxis tenuifolia;Vascular plants;13;2018
Malta;Diplotaxis tenuifolia;Vascular plants;1;2018
Montenegro;Diplotaxis tenuifolia;Vascular plants;3;2019
Netherlands;Diplotaxis tenuifolia;Vascular plants;3842;1990
Norway;Diplotaxis tenuifolia;Vascular plants;26;2010
Poland;Diplotaxis tenuifolia;Vascular plants;48;2018
Portugal;Diplotaxis tenuifolia;Vascular plants;5;2019
Republic of Moldova;Diplotaxis tenuifolia;Vascular plants;1;2020
Serbia;Diplotaxis tenuifolia;Vascular plants;6;2018
Slovakia;Diplotaxis tenuifolia;Vascular plants;2;2019
Slovenia;Diplotaxis tenuifolia;Vascular plants;9;2016
Spain;Diplotaxis tenuifolia;Vascular plants;28;2017
Sweden;Diplotaxis tenuifolia;Vascular plants;672;1992
Switzerland;Diplotaxis tenuifolia;Vascular plants;83;2011
The former Yugoslav Republic of Macedonia;Diplotaxis tenuifolia;Vascular plants;3;2014
Ukraine;Diplotaxis tenuifolia;Vascular plants;709;2009
United Kingdom;Diplotaxis tenuifolia;Vascular plants;140;2009
Sea or Ocean;Diplotaxis tenuifolia;Vascular plants;2418;1990
Austria;Dipsacus strigosus;Vascular plants;5;2019
Belgium;Dipsacus strigosus;Vascular plants;99;2007
Czech Republic;Dipsacus strigosus;Vascular plants;87;2012
Denmark;Dipsacus strigosus;Vascular plants;28;2019
Finland;Dipsacus strigosus;Vascular plants;17;2014
France;Dipsacus strigosus;Vascular plants;1;2012
Germany;Dipsacus strigosus;Vascular plants;114;2009
Netherlands;Dipsacus strigosus;Vascular plants;209;2005
Norway;Dipsacus strigosus;Vascular plants;3;2008
Sweden;Dipsacus strigosus;Vascular plants;1421;1990
Switzerland;Dipsacus strigosus;Vascular plants;1;2020
Ukraine;Dipsacus strigosus;Vascular plants;39;2016
Sea or Ocean;Dipsacus strigosus;Vascular plants;589;1990
Italy;Dolichandra unguis-cati;Vascular plants;1;2014
Spain;Dolichandra unguis-cati;Vascular plants;2;2020
Sea or Ocean;Dolichandra unguis-cati;Vascular plants;8;2019
Portugal;Dombeya wallichii;Vascular plants;2;2020
Sea or Ocean;Dombeya wallichii;Vascular plants;3;2018
Austria;Doronicum columnae;Vascular plants;8;2010
Belgium;Doronicum columnae;Vascular plants;4;2010
Bulgaria;Doronicum columnae;Vascular plants;2;2017
Czech Republic;Doronicum columnae;Vascular plants;2;2021
Denmark;Doronicum columnae;Vascular plants;1;2020
Finland;Doronicum columnae;Vascular plants;2;2020
France;Doronicum columnae;Vascular plants;1;2018
Germany;Doronicum columnae;Vascular plants;7;2013
Greece;Doronicum columnae;Vascular plants;3;2014
Italy;Doronicum columnae;Vascular plants;78;2001
Norway;Doronicum columnae;Vascular plants;37;2005
Romania;Doronicum columnae;Vascular plants;1;2018
Sweden;Doronicum columnae;Vascular plants;529;1990
Sea or Ocean;Doronicum columnae;Vascular plants;367;1990
Austria;Doronicum pardalianches;Vascular plants;5;2017
Belgium;Doronicum pardalianches;Vascular plants;12;2007
Czech Republic;Doronicum pardalianches;Vascular plants;1;2018
Denmark;Doronicum pardalianches;Vascular plants;11;2018
France;Doronicum pardalianches;Vascular plants;81;2011
Germany;Doronicum pardalianches;Vascular plants;59;2009
Italy;Doronicum pardalianches;Vascular plants;45;2012
Luxembourg;Doronicum pardalianches;Vascular plants;2;2019
Netherlands;Doronicum pardalianches;Vascular plants;1003;1990
Norway;Doronicum pardalianches;Vascular plants;6;2011
Poland;Doronicum pardalianches;Vascular plants;2;2019
Romania;Doronicum pardalianches;Vascular plants;2;2018
Spain;Doronicum pardalianches;Vascular plants;28;2018
Sweden;Doronicum pardalianches;Vascular plants;216;1990
Switzerland;Doronicum pardalianches;Vascular plants;20;2009
Ukraine;Doronicum pardalianches;Vascular plants;1;2019
United Kingdom;Doronicum pardalianches;Vascular plants;104;2007
Sea or Ocean;Doronicum pardalianches;Vascular plants;219;1990
Belgium;Dryopteris cycadina;Vascular plants;15;2006
Netherlands;Dryopteris cycadina;Vascular plants;42;2007
United Kingdom;Dryopteris cycadina;Vascular plants;2;2006
Belgium;Dryopteris erythrosora;Vascular plants;35;2015
France;Dryopteris erythrosora;Vascular plants;2;2019
Netherlands;Dryopteris erythrosora;Vascular plants;31;2010
France;Dryopteris oreades;Vascular plants;3;2010
Norway;Dryopteris oreades;Vascular plants;1;2019
Belgium;Dysphania anthelmintica;Vascular plants;23;2016
Belgium;Dysphania aristata;Vascular plants;6;2016
Netherlands;Dysphania aristata;Vascular plants;2;2006
Sweden;Dysphania aristata;Vascular plants;3;1997
Belgium;Echinochloa oryzoides;Vascular plants;2;2016
Sea or Ocean;Echinochloa oryzoides;Vascular plants;2;2019
Belgium;Echinopsis albispinosa;Vascular plants;1;2012
Belgium;Eclipta prostrata;Vascular plants;3;2020
Czech Republic;Eclipta prostrata;Vascular plants;1;2021
France;Eclipta prostrata;Vascular plants;18;2018
Greece;Eclipta prostrata;Vascular plants;4;2020
Italy;Eclipta prostrata;Vascular plants;77;2017
Netherlands;Eclipta prostrata;Vascular plants;5;2018
Portugal;Eclipta prostrata;Vascular plants;7;2018
Romania;Eclipta prostrata;Vascular plants;1;2018
San Marino;Eclipta prostrata;Vascular plants;1;2019
Spain;Eclipta prostrata;Vascular plants;14;2011
Sweden;Eclipta prostrata;Vascular plants;7;2014
Ukraine;Eclipta prostrata;Vascular plants;1;2020
Sea or Ocean;Eclipta prostrata;Vascular plants;52;2009
Belgium;Egeria densa;Vascular plants;13;2009
France;Egeria densa;Vascular plants;10;2013
Germany;Egeria densa;Vascular plants;8;2011
Italy;Egeria densa;Vascular plants;6;2016
Luxembourg;Egeria densa;Vascular plants;1;2019
Netherlands;Egeria densa;Vascular plants;66;1995
Portugal;Egeria densa;Vascular plants;12;2020
Spain;Egeria densa;Vascular plants;3;2019
Ukraine;Egeria densa;Vascular plants;13;2019
United Kingdom;Egeria densa;Vascular plants;2;2009
Sea or Ocean;Egeria densa;Vascular plants;18;2008
Croatia;Elaeagnus ebbingei;Vascular plants;1;2019
France;Elaeagnus ebbingei;Vascular plants;3;2006
Greece;Elaeagnus ebbingei;Vascular plants;1;2020
United Kingdom;Elaeagnus ebbingei;Vascular plants;1;2020
Sea or Ocean;Elaeagnus ebbingei;Vascular plants;4;2020
United Kingdom;Elaeagnus macrophylla;Vascular plants;2;2020
Sea or Ocean;Elaeagnus macrophylla;Vascular plants;4;2019
Belgium;Elaeagnus pungens;Vascular plants;13;2012
France;Elaeagnus pungens;Vascular plants;7;2019
Germany;Elaeagnus pungens;Vascular plants;2;2019
Greece;Elaeagnus pungens;Vascular plants;2;2018
Italy;Elaeagnus pungens;Vascular plants;7;2013
Luxembourg;Elaeagnus pungens;Vascular plants;2;2019
Netherlands;Elaeagnus pungens;Vascular plants;5;2013
Spain;Elaeagnus pungens;Vascular plants;2;2020
Switzerland;Elaeagnus pungens;Vascular plants;10;2016
Ukraine;Elaeagnus pungens;Vascular plants;2;2021
United Kingdom;Elaeagnus pungens;Vascular plants;161;2018
Sea or Ocean;Elaeagnus pungens;Vascular plants;35;2017
Belgium;Elaeagnus umbellata;Vascular plants;130;2006
France;Elaeagnus umbellata;Vascular plants;1;2019
Germany;Elaeagnus umbellata;Vascular plants;5;2011
Italy;Elaeagnus umbellata;Vascular plants;6;2018
Netherlands;Elaeagnus umbellata;Vascular plants;110;2009
Sweden;Elaeagnus umbellata;Vascular plants;10;2020
Switzerland;Elaeagnus umbellata;Vascular plants;2;2018
United Kingdom;Elaeagnus umbellata;Vascular plants;4;2019
Sea or Ocean;Elaeagnus umbellata;Vascular plants;18;2007
Belgium;Eleocharis engelmannii;Vascular plants;34;2014
Germany;Eleocharis engelmannii;Vascular plants;2;2018
Netherlands;Eleocharis engelmannii;Vascular plants;7;2012
Austria;Eleocharis mamillata;Vascular plants;1;2010
Germany;Eleocharis mamillata;Vascular plants;4;2009
Norway;Eleocharis mamillata;Vascular plants;31;1994
Sweden;Eleocharis mamillata;Vascular plants;2263;1990
Sea or Ocean;Eleocharis mamillata;Vascular plants;448;1990
Austria;Elodea canadensis;Vascular plants;18;2011
Belarus;Elodea canadensis;Vascular plants;42;2010
Belgium;Elodea canadensis;Vascular plants;78;1997
Croatia;Elodea canadensis;Vascular plants;1;2018
Czech Republic;Elodea canadensis;Vascular plants;6;2006
Denmark;Elodea canadensis;Vascular plants;37;2019
Estonia;Elodea canadensis;Vascular plants;4;2020
Finland;Elodea canadensis;Vascular plants;54;2002
France;Elodea canadensis;Vascular plants;21;1998
Germany;Elodea canadensis;Vascular plants;330;1995
Ireland;Elodea canadensis;Vascular plants;1;2020
Italy;Elodea canadensis;Vascular plants;37;2009
Latvia;Elodea canadensis;Vascular plants;2;2021
Liechtenstein;Elodea canadensis;Vascular plants;2;2019
Lithuania;Elodea canadensis;Vascular plants;38;2016
Luxembourg;Elodea canadensis;Vascular plants;10;2019
Netherlands;Elodea canadensis;Vascular plants;738;1990
Norway;Elodea canadensis;Vascular plants;162;1998
Poland;Elodea canadensis;Vascular plants;63;2011
Portugal;Elodea canadensis;Vascular plants;4;2018
Slovakia;Elodea canadensis;Vascular plants;1;2021
Slovenia;Elodea canadensis;Vascular plants;3;2020
Sweden;Elodea canadensis;Vascular plants;4136;1990
Switzerland;Elodea canadensis;Vascular plants;9;2002
Ukraine;Elodea canadensis;Vascular plants;35;2007
United Kingdom;Elodea canadensis;Vascular plants;21;2009
Sea or Ocean;Elodea canadensis;Vascular plants;1057;1990
Belgium;Epilobium brachycarpum;Vascular plants;81;2015
France;Epilobium brachycarpum;Vascular plants;7;2016
Germany;Epilobium brachycarpum;Vascular plants;106;2011
Luxembourg;Epilobium brachycarpum;Vascular plants;9;2021
Portugal;Epilobium brachycarpum;Vascular plants;10;2018
Spain;Epilobium brachycarpum;Vascular plants;24;2018
Sea or Ocean;Epilobium nummularifolium;Vascular plants;2;2013
Belgium;Epimedium pinnatum;Vascular plants;2;2020
Germany;Epimedium pinnatum;Vascular plants;1;2020
Netherlands;Epimedium pinnatum;Vascular plants;11;2016
Sea or Ocean;Epimedium pinnatum;Vascular plants;42;2005
Austria;Equisetum arvense;Vascular plants;585;1996
Belarus;Equisetum arvense;Vascular plants;322;2013
Belgium;Equisetum arvense;Vascular plants;1955;1990
Bulgaria;Equisetum arvense;Vascular plants;6;2019
Croatia;Equisetum arvense;Vascular plants;10;2008
Czech Republic;Equisetum arvense;Vascular plants;529;2006
Denmark;Equisetum arvense;Vascular plants;318;2011
Estonia;Equisetum arvense;Vascular plants;19;2019
Faroe Islands;Equisetum arvense;Vascular plants;1;2021
Finland;Equisetum arvense;Vascular plants;286;1996
France;Equisetum arvense;Vascular plants;465;1992
Germany;Equisetum arvense;Vascular plants;3869;1990
Greece;Equisetum arvense;Vascular plants;11;2017
Hungary;Equisetum arvense;Vascular plants;12;2000
Iceland;Equisetum arvense;Vascular plants;58;2001
Ireland;Equisetum arvense;Vascular plants;20;2017
Isle of Man;Equisetum arvense;Vascular plants;1;2020
Italy;Equisetum arvense;Vascular plants;297;2004
Latvia;Equisetum arvense;Vascular plants;19;2018
Lithuania;Equisetum arvense;Vascular plants;395;2009
Luxembourg;Equisetum arvense;Vascular plants;109;2017
Montenegro;Equisetum arvense;Vascular plants;2;2018
Netherlands;Equisetum arvense;Vascular plants;12918;1990
Norway;Equisetum arvense;Vascular plants;2970;1990
Poland;Equisetum arvense;Vascular plants;408;2004
Portugal;Equisetum arvense;Vascular plants;15;2015
Republic of Moldova;Equisetum arvense;Vascular plants;5;2019
Romania;Equisetum arvense;Vascular plants;23;2007
Serbia;Equisetum arvense;Vascular plants;10;2016
Slovakia;Equisetum arvense;Vascular plants;83;2016
Slovenia;Equisetum arvense;Vascular plants;32;2016
Spain;Equisetum arvense;Vascular plants;76;2002
Svalbard;Equisetum arvense;Vascular plants;3;2009
Sweden;Equisetum arvense;Vascular plants;15743;1990
Switzerland;Equisetum arvense;Vascular plants;283;2003
Ukraine;Equisetum arvense;Vascular plants;710;2007
United Kingdom;Equisetum arvense;Vascular plants;1209;2007
Sea or Ocean;Equisetum arvense;Vascular plants;11144;1990
Austria;Equisetum palustre;Vascular plants;56;2010
Belarus;Equisetum palustre;Vascular plants;19;2006
Belgium;Equisetum palustre;Vascular plants;301;1991
Croatia;Equisetum palustre;Vascular plants;2;2019
Czech Republic;Equisetum palustre;Vascular plants;47;2011
Denmark;Equisetum palustre;Vascular plants;10;2006
Faroe Islands;Equisetum palustre;Vascular plants;2;2020
Finland;Equisetum palustre;Vascular plants;31;2002
France;Equisetum palustre;Vascular plants;60;2004
Germany;Equisetum palustre;Vascular plants;729;1990
Hungary;Equisetum palustre;Vascular plants;2;2020
Iceland;Equisetum palustre;Vascular plants;14;2014
Italy;Equisetum palustre;Vascular plants;36;2010
Lithuania;Equisetum palustre;Vascular plants;20;2019
Montenegro;Equisetum palustre;Vascular plants;1;2020
Netherlands;Equisetum palustre;Vascular plants;4051;1990
Norway;Equisetum palustre;Vascular plants;1649;1990
Poland;Equisetum palustre;Vascular plants;56;1993
Romania;Equisetum palustre;Vascular plants;1;2013
Slovakia;Equisetum palustre;Vascular plants;12;2018
Slovenia;Equisetum palustre;Vascular plants;7;2019
Spain;Equisetum palustre;Vascular plants;6;2019
Sweden;Equisetum palustre;Vascular plants;11680;1990
Switzerland;Equisetum palustre;Vascular plants;51;2007
Ukraine;Equisetum palustre;Vascular plants;56;2004
United Kingdom;Equisetum palustre;Vascular plants;75;2004
Sea or Ocean;Equisetum palustre;Vascular plants;2157;1990
Belgium;Equisetum scirpoides;Vascular plants;9;2009
Finland;Equisetum scirpoides;Vascular plants;3;2019
Norway;Equisetum scirpoides;Vascular plants;420;1994
Sweden;Equisetum scirpoides;Vascular plants;947;1990
Sea or Ocean;Equisetum scirpoides;Vascular plants;82;1991
Germany;Equisetum trachyodon;Vascular plants;8;2010
Iceland;Equisetum trachyodon;Vascular plants;1;2019
Norway;Equisetum trachyodon;Vascular plants;19;2007
Sea or Ocean;Equisetum trachyodon;Vascular plants;1;2020
Austria;Equisetum variegatum;Vascular plants;28;2010
Belarus;Equisetum variegatum;Vascular plants;19;2011
Belgium;Equisetum variegatum;Vascular plants;15;2010
Czech Republic;Equisetum variegatum;Vascular plants;4;2011
