"","species","Region","LifeForm","off_FirstRec","count","firstRec","phylum","class","timeLag","eu_status","google","scopus","EASIN_Id.x","Status.x","TER.x","FRW.x","MAR.x","EST.x","habitat","worst_100_world_ISSG","worst_100_Europe_DAISIE","mentioned_in_EU_quarantine_species","partly_native","obsEffort_LF","ResearchEffort","nOccTotSp","obsInNeigborCountryBefore","google_country_porc","google_country_tot","EASIN_Id.y","Status.y","TER.y","FRW.y","MAR.y","EST.y","Kingdom","Phylum","Class","Order","Family"
"535","Pinctada imbricata","United Kingdom","Molluscs",2014,1,2014,"Mollusca","Bivalvia",0,"NO",0,771,NA,NA,0,0,1,0,"Marine","NO","NO","NO","NO",59137,102,27,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Pinctada imbricata","United Kingdom","Molluscs",2014,1,2014,"Mollusca","Bivalvia",0,"NO",0,771,NA,NA,0,0,1,0,"Marine","NO","NO","NO","NO",59137,102,27,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Pinus sylvestris","Belgium","Vascular plants",2012,3112,1991,"Tracheophyta","Pinopsida",-21,"NO",12033,58803,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,108267,TRUE,51,6136.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Pinus wallichiana","Belgium","Vascular plants",2012,10,2013,"Tracheophyta","Pinopsida",1,"NO",4112,1239,"R11652","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,49,TRUE,0,0,"R11652","A","1","0","0","0","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae"
"539","Pittosporum tobira","Greece","Vascular plants",2014,41,2012,"Tracheophyta","Magnoliopsida",-2,"NO",7991,468,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",46853,144,48475,FALSE,13,1038.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Plantago sempervirens","Belgium","Vascular plants",2016,10,2016,"Tracheophyta","Magnoliopsida",0,"NO",0,219,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,87,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Platycercus icterotis","Belgium","Birds",2015,2,2015,"Chordata","Aves",0,"NO",0,11,"R11776","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,3,FALSE,0,0,"R11776","A","1","0","0","0","Animalia","Chordata","Aves","Psittaciformes","Psittacidae"
"542","Platycodon grandiflorus","Belgium","Vascular plants",2013,13,2013,"Tracheophyta","Magnoliopsida",0,"NO",3882,371,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,415,TRUE,52,2018.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Poa infirma","Belgium","Vascular plants",2016,266,2016,"Tracheophyta","Liliopsida",0,"NO",521,57,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,950,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Polygonatum hybridum","Belgium","Vascular plants",2010,1,2018,"Tracheophyta","Liliopsida",8,"NO",1452,4,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,409,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Polypogon viridis","Norway","Vascular plants",2015,2,2019,"Tracheophyta","Liliopsida",4,"NO",0,24,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1755502,76,2329,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Polystichum acrostichoides","Belgium","Vascular plants",2019,2,2019,"Tracheophyta","Polypodiopsida",0,"NO",2727,127,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Polystichum aculeatum","Sweden","Vascular plants",2017,251,1990,"Tracheophyta","Polypodiopsida",-27,"NO",2520,94,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",7997425,26,3687,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Polystichum munitum","Belgium","Vascular plants",2013,11,2019,"Tracheophyta","Polypodiopsida",6,"NO",4391,173,"R12023","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,19,FALSE,0,0,"R12023","A","1","0","0","0","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae"
"549","Polystichum polyblepharum","Belgium","Vascular plants",2013,16,2014,"Tracheophyta","Polypodiopsida",1,"NO",3463,17,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,151,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Polytelis anthopeplus","Belgium","Birds",2018,1,2018,"Chordata","Aves",0,"NO",629,78,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,NA,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Polytelis swainsonii","Belgium","Birds",2017,4,2017,"Chordata","Aves",0,"NO",1016,28,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,8,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Popillia japonica","Italy","Insects",2014,664,2012,"Arthropoda","Insecta",-2,"NO",1482,2020,"R12052","A",1,0,0,0,"Terrestrial","NO","NO","YES","NO",205611,162,NA,TRUE,100,1482,"R12052","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae"
"553","Potentilla recta","Belgium","Vascular plants",2011,1077,1992,"Tracheophyta","Magnoliopsida",-19,"NO",2012,296,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,5848,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Primula florindae","Belgium","Vascular plants",2010,1,2010,"Tracheophyta","Magnoliopsida",0,"NO",1604,41,"R12218","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,2,FALSE,0,0,"R12218","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Primulales","Primulaceae"
"555","Procyon lotor","Sweden","Mammals",2010,1,2009,"Chordata","Mammalia",-1,"accepted",4743,5052,"R12260","A",1,0,0,0,"Terrestrial","NO","YES","NO","NO",193750,26,NA,FALSE,0,0,"R12260","A","1","0","0","0","Animalia","Chordata","Mammalia","Carnivora","Procyonidae"
"556","Pseudemys concinna","Portugal","Reptiles",2013,13,2017,"Chordata","Reptilia",4,"NO",3380,456,NA,NA,1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","NO",4791,83,369,FALSE,100,3380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Pseudoturritis turrita","Belgium","Vascular plants",2015,3,2009,"Tracheophyta","Magnoliopsida",-6,"NO",0,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,959,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Psyllaephagus bliteus","Italy","Insects",2011,2,2021,"Arthropoda","Insecta",10,"NO",0,117,"R17747","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,NA,FALSE,0,0,"R17747","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae"
"559","Pteris multifida","Italy","Vascular plants",2017,1,2021,"Tracheophyta","Polypodiopsida",4,"NO",1427,384,"R12502","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",967299,162,23,FALSE,0,0,"R12502","A","1","0","0","0","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae"
"560","Pteris vittata","New Zealand","Vascular plants",2010,20,2009,"Tracheophyta","Polypodiopsida",-1,"NO",2863,6117,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",0,34,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Pterostyrax hispidus","Belgium","Vascular plants",2012,2,2020,"Tracheophyta","Magnoliopsida",8,"NO",0,2,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Pulicaria arabica","Belgium","Vascular plants",2011,1,2011,"Tracheophyta","Magnoliopsida",0,"NO",0,139,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,57,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Pulmonaria rubra","Belgium","Vascular plants",2015,4,2015,"Tracheophyta","Magnoliopsida",0,"NO",1094,60,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,NA,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Pycnanthemum verticillatum","Belgium","Vascular plants",2010,2,2018,"Tracheophyta","Magnoliopsida",8,"NO",0,3,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Pycnonotus leucotis","Belgium","Birds",2013,2,2020,"Chordata","Aves",7,"NO",0,25,"R12687","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,NA,FALSE,0,0,"R12687","A","1","0","0","0","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae"
"566","Pyracantha fortuneana","Belgium","Vascular plants",2015,2,2015,"Tracheophyta","Magnoliopsida",0,"NO",0,284,"R18837","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,2,FALSE,0,0,"R18837","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"567","Quercus frainetto","Belgium","Vascular plants",2011,13,2009,"Tracheophyta","Magnoliopsida",-2,"NO",3627,529,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,99,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Quercus ilex","Belgium","Vascular plants",2011,149,2011,"Tracheophyta","Magnoliopsida",0,"NO",6590,17961,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,19436,TRUE,100,6590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Quiscalus quiscula","Belgium","Birds",2012,1,2012,"Chordata","Aves",0,"NO",1656,368,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Rangia cuneata","Sweden","Molluscs",2016,16,2018,"Mollusca","Bivalvia",2,"NO",735,976,"R12802","A",0,1,0,0,"Freshwater","NO","NO","NO","NO",46097,26,NA,FALSE,0,0,"R12802","A","0","1","0","0","Animalia","Mollusca","Bivalvia","Veneroida","Mactridae"
"571","Rangia cuneata","Germany","Molluscs",2013,17,2016,"Mollusca","Bivalvia",3,"NO",735,976,"R12802","A",0,1,0,0,"Freshwater","NO","NO","NO","NO",41283,51,NA,TRUE,0,0,"R12802","A","0","1","0","0","Animalia","Mollusca","Bivalvia","Veneroida","Mactridae"
"572","Ranunculus pensylvanicus","Belgium","Vascular plants",2012,1,2012,"Tracheophyta","Magnoliopsida",0,"NO",0,2,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO",NA,1132699,480,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Raphanus raphanistrum","Belgium","Vascular plants",2015,811,1992,"Tracheophyta","Magnoliopsida",-23,"NO",4199,3684,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,14396,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Rhacocleis annulata","Austria","Insects",2014,3,2020,"Arthropoda","Insecta",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122100,44,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Rhagoletis cingulata","France","Insects",2010,1,2019,"Arthropoda","Insecta",9,"NO",0,257,"R12909","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",514135,142,NA,TRUE,0,0,"R12909","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Tephritidae"
"576","Rhithropanopeus harrisii","Sweden","Crustaceans",2014,25,2017,"Arthropoda","Malacostraca",3,"NO",986,1621,"R12942","A",0,1,0,1,"Freshwater_ Estuary","NO","NO","NO","NO",11339,26,NA,TRUE,0,0,"R12942","A","0","0","0","0","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae"
"577","Rhithropanopeus harrisii","Latvia","Crustaceans",2013,2,2021,"Arthropoda","Malacostraca",8,"NO",986,1621,"R12942","A",0,1,0,1,"Freshwater_ Estuary","NO","NO","NO","NO",15,6,NA,TRUE,0,0,"R12942","A","0","0","0","0","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae"
"578","Rhithropanopeus harrisii","Estonia","Crustaceans",2011,2,2019,"Arthropoda","Malacostraca",8,"NO",986,1621,"R12942","A",0,1,0,1,"Freshwater_ Estuary","NO","NO","NO","NO",11,5,NA,FALSE,0,0,"R12942","A","0","0","0","0","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae"
"579","Rhodospiza obsoleta","Spain","Birds",2017,1,2017,"Chordata","Aves",0,"NO",0,10,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",10201950,120,11,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Rhyzobius forestieri","United Kingdom","Insects",2014,15,2018,"Arthropoda","Insecta",4,"NO",0,36,"R13021","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",6320677,102,51,FALSE,0,0,"R13021","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae"
"581","Rhyzobius lophanthae","New Zealand","Insects",2014,6,2016,"Arthropoda","Insecta",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,6,FALSE,NA,NA,"R13023","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae"
"582","Ricania speculum","Italy","Insects",2014,110,2018,"Arthropoda","Insecta",4,"NO",734,54,"R19311","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,125,FALSE,100,734,"R19311","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Ricaniidae"
"583","Rodgersia podophylla","Belgium","Vascular plants",2016,2,2016,"Tracheophyta","Magnoliopsida",0,"NO",3221,69,"R13066","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,237,TRUE,0,0,"R13066","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Saxifragaceae"
"584","Rosa chinensis","Belgium","Vascular plants",2010,1,2011,"Tracheophyta","Magnoliopsida",1,"NO",4353,6825,"R13105","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,319,FALSE,0,0,"R13105","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"585","Rosa nitida","Belgium","Vascular plants",2015,3,2015,"Tracheophyta","Magnoliopsida",0,"NO",2854,426,"R13125","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,90,TRUE,0,0,"R13125","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"586","Rubus armeniacus","France","Vascular plants",2011,4,2009,"Tracheophyta","Magnoliopsida",-2,"NO",2187,98,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",3156527,142,4053,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Rubus cockburnianus","Belgium","Vascular plants",2011,4,2011,"Tracheophyta","Magnoliopsida",0,"NO",1402,3,"R13172","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,50,TRUE,0,0,"R13172","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"588","Rubus laciniatus","Portugal","Vascular plants",2010,1,2021,"Tracheophyta","Magnoliopsida",11,"NO",1423,255,"R13188","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",107614,83,4677,FALSE,0,0,"R13188","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"589","Rudbeckia fulgida","France","Vascular plants",2014,872,2015,"Tracheophyta","Magnoliopsida",1,"NO",5717,239,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,2154,TRUE,11,628.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Rumex crispus","Belgium","Vascular plants",2012,1587,1991,"Tracheophyta","Magnoliopsida",-21,"NO",7633,2625,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,39588,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Rumex cristatus","Belgium","Vascular plants",2011,1,2011,"Tracheophyta","Magnoliopsida",0,"NO",0,31,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,42,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Rumex kerneri","Belgium","Vascular plants",2011,11,2011,"Tracheophyta","Magnoliopsida",0,"NO",0,5,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,11,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Rumex pseudonatronatus","Belgium","Vascular plants",2010,1,2011,"Tracheophyta","Magnoliopsida",1,"NO",0,4,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,94,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Salix babylonica","Austria","Vascular plants",2013,4,2016,"Tracheophyta","Magnoliopsida",3,"NO",5321,836,"R18706","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",405467,44,NA,TRUE,0,0,"R18706","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae"
"595","Salix myrsinifolia","Belgium","Vascular plants",2014,6,2014,"Tracheophyta","Magnoliopsida",0,"NO",584,517,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,8148,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Salix pendulina","Norway","Vascular plants",2013,1,2017,"Tracheophyta","Magnoliopsida",4,"NO",0,8,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1755502,76,97,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Salvia elegans","Norway","Vascular plants",2012,1,2012,"Tracheophyta","Magnoliopsida",0,"NO",2765,1614,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1755502,76,5,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Salvia hispanica","Spain","Vascular plants",2014,2,2019,"Tracheophyta","Magnoliopsida",5,"NO",8291,3807,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",713438,120,463,FALSE,57,4725.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Salvia hispanica","Belgium","Vascular plants",2014,72,2014,"Tracheophyta","Magnoliopsida",0,"NO",8291,3807,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,463,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Salvia rosmarinus","Belgium","Vascular plants",2010,89,2008,"Tracheophyta","Magnoliopsida",-2,"NO",3259,5627,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,5930,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Sambucus racemosa","Iceland","Vascular plants",2010,10,2018,"Tracheophyta","Magnoliopsida",8,"NO",5306,405,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",7508,27,43759,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Sarracenia purpurea","Czech Republic","Vascular plants",2010,23,2018,"Tracheophyta","Magnoliopsida",8,"NO",5658,1284,"R13555","A",1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","NO",391053,28,600,FALSE,0,0,"R13555","A","1","1","0","0","Plantae","Tracheophyta","Magnoliopsida","Nepenthales","Sarraceniaceae"
"603","Sarracenia rubra","Belgium","Vascular plants",2010,2,2009,"Tracheophyta","Magnoliopsida",-1,"NO",3346,134,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Sasa palmata","Czech Republic","Vascular plants",2012,1,2020,"Tracheophyta","Liliopsida",8,"NO",2422,240,"R13557","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",391053,28,NA,FALSE,0,0,"R13557","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Cyperales","Poaceae"
"605","Sasa palmata","Sweden","Vascular plants",2010,46,2012,"Tracheophyta","Liliopsida",2,"NO",2422,240,"R13557","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",7997425,26,NA,FALSE,0,0,"R13557","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Cyperales","Poaceae"
"606","Sauromatum venosum","Belgium","Vascular plants",2010,14,2010,"Tracheophyta","Liliopsida",0,"NO",3482,63,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,25,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Saxifraga rotundifolia","Sweden","Vascular plants",2010,10,2011,"Tracheophyta","Magnoliopsida",1,"NO",1277,112,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",7997425,26,1893,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Scabiosa lucida","Belgium","Vascular plants",2015,8,2016,"Tracheophyta","Magnoliopsida",1,"NO",872,15,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,397,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Scabiosa ochroleuca","Belgium","Vascular plants",2015,14,2015,"Tracheophyta","Magnoliopsida",0,"NO",3314,32,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,2262,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Scardinius erythrophthalmus","Norway","Fishes",2014,116,1992,"Chordata","Actinopterygii",-22,"NO",2036,1505,NA,NA,0,1,0,0,"Freshwater","NO","NO","NO","YES",8580,76,8398,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Schizoporella japonica","Norway","Bryozoa",2010,5,2019,"Bryozoa","Gymnolaemata",9,"consideration",192,50,"R18243","A",0,0,1,0,"Marine","NO","NO","NO","NO",92,76,NA,FALSE,0,0,"R18243","A","0","0","1","0","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Schizoporellidae"
"612","Schoenoplectiella bucharica","Belgium","Vascular plants",2014,4,2014,"Tracheophyta","Liliopsida",0,"NO",0,0,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,4,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Scilla sardensis","Belgium","Vascular plants",2011,19,2009,"Tracheophyta","Liliopsida",-2,"NO",461,4,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1736,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Scutellista caerulea","New Zealand","Insects",2013,4,2013,"Arthropoda","Insecta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,4,FALSE,NA,NA,"R13761","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae"
"615","Scyphophorus acupunctatus","France","Insects",2010,16,2017,"Arthropoda","Insecta",7,"NO",1253,154,"R13772","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",514135,142,NA,FALSE,0,0,"R13772","A","1","0","0","0","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae"
"616","Sedum pallidum","Italy","Vascular plants",2020,1,2021,"Tracheophyta","Magnoliopsida",1,"NO",659,39,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",967299,162,385,TRUE,100,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Sedum sarmentosum","France","Vascular plants",2010,1,2020,"Tracheophyta","Magnoliopsida",10,"NO",3319,606,"R13818","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,313,TRUE,29,962.51,"R13818","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Crassulaceae"
"618","Sedum spathulifolium","Belgium","Vascular plants",2010,9,2019,"Tracheophyta","Magnoliopsida",9,"NO",2995,2,"R13822","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,49,FALSE,0,0,"R13822","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Crassulaceae"
"619","Semiarundinaria fastuosa","Belgium","Vascular plants",2015,1,2015,"Tracheophyta","Liliopsida",0,"NO",2640,2,"R13843","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,NA,FALSE,0,0,"R13843","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Cyperales","Poaceae"
"620","Sempervivum arachnoideum","Austria","Vascular plants",2016,161,1995,"Tracheophyta","Magnoliopsida",-21,"NO",5443,30,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",405467,44,4441,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Senecio angulatus","Greece","Vascular plants",2014,8,2020,"Tracheophyta","Magnoliopsida",6,"NO",2680,65,"R13856","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",46853,144,NA,TRUE,0,0,"R13856","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae"
"622","Septoria erigerontis","Switzerland","Fungi",2011,24,2007,"Ascomycota","Dothideomycetes",-4,"NO",0,3,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",591676,13,26,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Setaria helvola","Spain","Vascular plants",2018,21,2013,"Tracheophyta","Liliopsida",-5,"NO",187,6,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",713438,120,5375,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Setaria helvola","Italy","Vascular plants",2018,74,2013,"Tracheophyta","Liliopsida",-5,"NO",187,6,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",967299,162,5375,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Sibbaldia tridentata","Belgium","Vascular plants",2013,3,2018,"Tracheophyta","Magnoliopsida",5,"NO",0,6,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,5,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
